#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:58:00Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.74,6.2,49.963,-6636.319,-0.8397,246.86,427.64
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:58:21Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.86,6.3,49.963,-6694.239,-0.8345,246.98,427.58
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:58:41Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.64,6.3,49.971,-6516.702,-0.8321,247.24,428.17
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:59:01Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11,6.3,49.971,-6885.008,-0.8474,247.43,428.58
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:59:22Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.33,6.4,49.971,-7142.451,-0.8528,247.47,428.62
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T07:59:43Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.39,6.4,49.98,-7209.958,-0.8554,247.55,429.03
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:00:03Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.48,6.5,49.963,-7298.981,-0.8574,247.63,428.87
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:00:24Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.23,6.5,49.98,-6958.053,-0.8379,247.72,429.1
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:00:44Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.83,6.5,49.996,-6643.63,-0.8276,247.99,429.69
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:01:05Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.73,6.6,50.005,-6577.389,-0.8318,248.13,429.87
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:01:25Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.06,6.6,50.013,-6914.079,-0.8467,248,429.32
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:01:46Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.28,6.7,50.021,-7077.032,-0.8457,247.91,429.48
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:02:06Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,11.14,6.7,50.021,-6961.259,-0.8472,247.8,429.3
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:02:27Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.98,6.7,50.013,-6757.479,-0.8446,247.94,428.09
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:02:47Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.56,6.8,50.013,-6482.615,-0.8386,244.95,424.35
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:03:08Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.45,6.8,50.021,-6448.558,-0.853,242.08,419.3
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:03:28Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.56,6.8,50.005,-6513.981,-0.8541,241.88,418.98
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:03:49Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.48,6.9,49.988,-6466.625,-0.8522,241.83,418.91
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:04:10Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.34,6.9,49.996,-6348.894,-0.8492,241.93,418.98
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:04:30Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.58,7,49.996,-6558.056,-0.8591,241.95,418.94
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:04:51Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.77,7,49.988,-6703.364,-0.861,241.74,418.78
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:05:11Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.49,7,49.98,-6428.457,-0.8496,241.76,419.13
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:05:32Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.41,7.1,49.996,-6390.993,-0.8484,241.91,419.06
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:05:52Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.42,7.1,49.996,-6399.797,-0.8513,241.77,418.77
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:06:13Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.46,7.1,49.996,-6433.254,-0.8517,241.58,418.43
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:06:34Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.38,7.2,50.005,-6363.553,-0.8517,241.61,418.42
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:06:54Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.37,7.2,49.988,-6369.788,-0.8515,241.46,418.37
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:07:15Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.32,7.3,49.971,-6315.352,-0.8479,241.63,418.5
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:07:35Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.31,7.3,49.98,-6329.318,-0.8507,241.53,418.42
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:07:56Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.39,7.3,49.98,-6372.166,-0.8511,241.69,418.5
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:08:16Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.35,7.4,49.988,-6339.028,-0.8481,241.59,418.5
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:08:37Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.32,7.4,49.963,-6326.019,-0.8487,241.62,418.64
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:08:57Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.34,7.4,49.963,-6334.099,-0.8488,241.86,418.77
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:09:18Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.41,7.5,49.955,-6415.386,-0.8487,241.72,418.67
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:09:38Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.31,7.5,49.963,-6308.414,-0.8473,241.81,418.66
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:09:59Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.26,7.5,49.955,-6286.205,-0.8512,241.74,418.46
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:10:19Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.6,7.6,49.963,-6571.617,-0.8568,241.57,418.54
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:10:40Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.43,7.6,49.955,-6412.809,-0.8516,241.43,418.25
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:11:00Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.41,7.7,49.955,-6399.539,-0.8511,241.55,418.26
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:11:21Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.42,7.7,49.963,-6423.551,-0.8534,241.71,418.84
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:11:41Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.48,7.7,49.98,-6473.898,-0.8543,241.6,418.58
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:12:02Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.49,7.8,49.988,-6453.322,-0.8524,241.68,418.63
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:12:23Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.32,7.8,49.98,-6316.109,-0.849,241.59,418.54
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:12:43Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.39,7.8,49.996,-6393.319,-0.8513,241.67,418.71
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:13:04Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.44,7.9,49.988,-6424.783,-0.8504,241.78,418.61
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:13:24Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.36,7.9,49.98,-6363.228,-0.8509,241.71,418.8
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:13:45Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.46,7.9,49.971,-6449.851,-0.8554,241.3,417.87
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:14:05Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.38,8,49.98,-6357.636,-0.8503,241.4,418.07
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:14:26Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.27,8,49.971,-6284.423,-0.8472,241.27,418.02
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:14:47Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.27,8.1,49.963,-6283.623,-0.848,241.36,418.27
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:15:07Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.25,8.1,49.955,-6236.194,-0.8462,241.29,417.97
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:15:27Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.23,8.1,49.996,-6243.414,-0.8473,241.21,417.88
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:15:48Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.15,8.2,49.996,-6180.736,-0.8456,241.14,417.66
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:16:08Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.27,8.2,50.005,-6273.637,-0.8504,241.06,417.56
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:16:29Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.45,8.2,50.038,-6476.368,-0.8637,241.32,417.93
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:16:49Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.81,8.3,50.046,-6783.928,-0.8684,241.24,417.97
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:17:10Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.82,8.3,50.063,-6768.928,-0.867,241.19,417.53
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:17:31Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.65,8.3,50.038,-6586.915,-0.8587,240.9,417.11
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:17:51Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.39,8.4,50.038,-6387.634,-0.8557,240.74,416.98
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:18:12Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.45,8.4,50.046,-6445.671,-0.8569,240.68,416.97
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:18:32Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.35,8.5,50.038,-6372.251,-0.8555,240.75,417.33
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:18:53Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.38,8.5,50.046,-6381.038,-0.8527,241,417.47
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:19:13Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.25,8.5,50.03,-6268.177,-0.8508,240.97,417.3
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:19:34Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,10.4,8.6,50.03,-6429.268,1,240.99,417.25
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:19:55Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,0,1,241.38,418.06
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:20:15Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.038,0,1,241.56,418.51
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:20:36Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.046,0,1,241.76,418.71
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:20:57Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.038,0,1,241.88,418.99
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:17Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,0,-0.9714,241.78,418.7
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:38Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,0,1,241.58,418.21
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:59Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,0,-0.9711,241.36,417.61
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:22:19Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-278.0314,-0.9746,241.14,417.56
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:22:40Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.046,-277.6004,-0.9716,241.27,417.79
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:00Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.03,-279.3365,-0.9724,241.14,417.91
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:21Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.03,-278.0358,-0.9781,241.22,417.96
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:42Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,49.996,-278.6854,-0.9794,241.14,417.65
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:02Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-278.2491,-0.9774,241.03,417.46
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:23Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-277.821,1,241.12,417.51
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:43Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-276.9556,1,241.04,417.51
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:04Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-277.8119,-0.9701,240.94,417.53
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:24Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.021,-277.3794,1,240.88,417.36
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:45Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,-277.6009,1,241,417.6
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:06Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-276.9542,1,240.99,417.39
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:26Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,0,1,241.01,417.68
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:47Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,0,1,241.02,417.43
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:08Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,0,1,241.17,417.75
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:28Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,-279.5547,-0.9777,241.37,417.67
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:49Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-278.2462,-0.9749,241.21,417.97
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:09Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,-276.9451,-0.972,241.19,417.89
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:30Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,-277.3852,-0.9714,241.2,418.03
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:51Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,0,1,241.45,418.39
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:29:11Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,0,-0.974,241.55,418.18
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:29:32Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,9.96,8.6,50.021,-6517.511,-0.8728,240.93,417.16