#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,string,double,double,string,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,enrichment_status,schema_version,current,device_type_field,energy_kwh,frequency,location_field,power,power_factor,voltage,voltage_l
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:31:55Z,device_telemetry,TD-1,success,v1,14.4,unknown,7.1,50.155,,8047.034,0.8329,224.84,389.25
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:32:16Z,device_telemetry,TD-1,success,v1,14.38,unknown,0,50.155,,8037.855,0.8345,224.63,388.2
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:32:37Z,device_telemetry,TD-1,success,v1,14.32,unknown,0,50.155,,7999.324,0.8325,224.05,388.22
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:53:37Z,device_telemetry,TD-1,success,v1,14.38,Active-Device,0,50.046,Obeya-Kormangala,7999.952,0.8247,225.83,390.91
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:53:58Z,device_telemetry,TD-1,success,v1,14.35,Active-Device,0,50.038,Obeya-Kormangala,7984.73,0.8254,225.58,390.66
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:54:19Z,device_telemetry,TD-1,success,v1,14.34,Active-Device,0.1,50.03,Obeya-Kormangala,7976.24,0.8251,225.55,390.63
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:54:39Z,device_telemetry,TD-1,success,v1,14.38,Active-Device,0.1,50.021,Obeya-Kormangala,8017.846,0.8268,225.41,390.64
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:55:00Z,device_telemetry,TD-1,success,v1,14.35,Active-Device,0.2,50.013,Obeya-Kormangala,7966.579,0.8244,225.56,390.68
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:55:20Z,device_telemetry,TD-1,success,v1,14.33,Active-Device,0.2,50.005,Obeya-Kormangala,7962.691,0.8235,225.52,390.64
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:55:41Z,device_telemetry,TD-1,success,v1,14.32,Active-Device,0.3,49.971,Obeya-Kormangala,7953.531,0.826,225.06,389.83
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:56:02Z,device_telemetry,TD-1,success,v1,14.29,Active-Device,0.3,49.971,Obeya-Kormangala,7924.636,0.8266,224.78,389.33
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:56:23Z,device_telemetry,TD-1,success,v1,14.36,Active-Device,0.4,49.988,Obeya-Kormangala,7973.967,0.8278,224.93,389.56
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:56:44Z,device_telemetry,TD-1,success,v1,14.36,Active-Device,0.4,49.98,Obeya-Kormangala,7970.38,0.826,225,389.83
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:57:04Z,device_telemetry,TD-1,success,v1,14.39,Active-Device,0.4,49.996,Obeya-Kormangala,8013.041,0.8294,224.99,389.59
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:57:25Z,device_telemetry,TD-1,success,v1,14.36,Active-Device,0.5,49.988,Obeya-Kormangala,7985.905,0.8256,224.84,390.12
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:57:46Z,device_telemetry,TD-1,success,v1,14.36,Active-Device,0.5,49.996,Obeya-Kormangala,7970.46,0.8204,225.27,390.43
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:58:06Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,0.6,49.996,Obeya-Kormangala,8049.066,0.8097,228.27,395.51
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:58:28Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,0.6,50.046,Obeya-Kormangala,8032.783,0.8082,229.15,396.89
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:58:48Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,0.7,50.063,Obeya-Kormangala,8031.002,0.8084,229.15,396.94
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:59:09Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,0.7,50.071,Obeya-Kormangala,8049.723,0.8097,229.35,397.12
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:59:30Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,0.8,50.096,Obeya-Kormangala,8072.618,0.8086,229.36,397.48
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T09:59:50Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,0.8,50.088,Obeya-Kormangala,8055.32,0.8092,229.48,397.34
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:00:11Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,0.9,50.113,Obeya-Kormangala,8049.73,0.8081,229.49,397.54
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:00:32Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,0.9,50.13,Obeya-Kormangala,8054.532,0.8063,229.88,398.07
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:00:53Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,1,50.13,Obeya-Kormangala,8068.024,0.8069,230.1,398.32
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:01:14Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,1,50.13,Obeya-Kormangala,8042.837,0.8049,230.05,398.32
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:01:34Z,device_telemetry,TD-1,success,v1,14.5,Active-Device,1.1,50.138,Obeya-Kormangala,8028.761,0.8079,229.4,397.52
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:01:55Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,1.1,50.13,Obeya-Kormangala,8072.375,0.8087,229.42,397.64
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:02:16Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,1.1,50.13,Obeya-Kormangala,8064.747,0.807,229.6,397.71
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:02:37Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,1.2,50.121,Obeya-Kormangala,8020.656,0.807,229.69,397.61
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:02:57Z,device_telemetry,TD-1,success,v1,14.48,Active-Device,1.2,50.113,Obeya-Kormangala,8016.729,0.8063,229.59,397.5
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:03:18Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,1.3,50.096,Obeya-Kormangala,8030.105,0.8083,229.49,397.44
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:03:39Z,device_telemetry,TD-1,success,v1,14.47,Active-Device,1.3,50.096,Obeya-Kormangala,8012.992,0.8077,229.32,397.07
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:04:00Z,device_telemetry,TD-1,success,v1,14.48,Active-Device,1.4,50.105,Obeya-Kormangala,8018.29,0.8078,229.23,397.25
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:04:20Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,1.4,50.088,Obeya-Kormangala,8036.055,0.8044,229.88,398.23
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:04:40Z,device_telemetry,TD-1,success,v1,14.47,Active-Device,1.5,50.088,Obeya-Kormangala,8000.273,0.8068,229.44,397.52
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:05:01Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,1.5,50.063,Obeya-Kormangala,8050.378,0.8091,229.24,397.18
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:05:22Z,device_telemetry,TD-1,success,v1,14.49,Active-Device,1.6,50.071,Obeya-Kormangala,8006.877,0.8059,229.25,397.33
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:05:43Z,device_telemetry,TD-1,success,v1,14.48,Active-Device,1.6,50.055,Obeya-Kormangala,8005.838,0.8072,229.17,396.96
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:06:04Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,1.7,50.055,Obeya-Kormangala,8068.513,0.809,229.29,397.48
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:06:24Z,device_telemetry,TD-1,success,v1,14.57,Active-Device,1.7,50.038,Obeya-Kormangala,8073.61,0.8082,229.36,397.38
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:06:45Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,1.7,50.03,Obeya-Kormangala,8110.565,0.8109,229.24,397.16
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:07:06Z,device_telemetry,TD-1,success,v1,14.62,Active-Device,1.8,50.038,Obeya-Kormangala,8109.171,0.8089,229.52,397.48
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:07:27Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,1.8,50.038,Obeya-Kormangala,8128.632,0.8108,229.37,397.41
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:07:47Z,device_telemetry,TD-1,success,v1,14.67,Active-Device,1.9,50.021,Obeya-Kormangala,8148.324,0.8098,229.3,397.24
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:08:08Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,1.9,50.005,Obeya-Kormangala,8060.476,0.8106,228.95,396.41
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:08:29Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,2,49.98,Obeya-Kormangala,8089.363,0.807,229.37,397.43
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:08:49Z,device_telemetry,TD-1,success,v1,14.56,Active-Device,2,49.971,Obeya-Kormangala,8046.626,0.8069,229.39,397.21
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:09:10Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,2.1,49.971,Obeya-Kormangala,8045.452,0.8075,229.15,396.96
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:09:31Z,device_telemetry,TD-1,success,v1,14.56,Active-Device,2.1,49.988,Obeya-Kormangala,8079.629,0.8107,229.09,396.62
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:09:52Z,device_telemetry,TD-1,success,v1,14.68,Active-Device,2.2,49.996,Obeya-Kormangala,8182.888,0.8141,228.93,396.49
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:10:12Z,device_telemetry,TD-1,success,v1,14.7,Active-Device,2.2,49.988,Obeya-Kormangala,8195.793,0.8149,228.81,396.38
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:10:34Z,device_telemetry,TD-1,success,v1,14.64,Active-Device,2.3,49.996,Obeya-Kormangala,8134.228,0.8113,228.72,396.08
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:10:54Z,device_telemetry,TD-1,success,v1,14.69,Active-Device,2.3,50.005,Obeya-Kormangala,8182.453,0.8133,229.21,397.04
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:11:15Z,device_telemetry,TD-1,success,v1,14.8,Active-Device,2.4,49.98,Obeya-Kormangala,8269.124,0.8152,229.29,397.12
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:11:36Z,device_telemetry,TD-1,success,v1,14.76,Active-Device,2.4,49.955,Obeya-Kormangala,8220.877,0.8125,229.1,396.92
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:11:56Z,device_telemetry,TD-1,success,v1,14.75,Active-Device,2.4,49.971,Obeya-Kormangala,8192.747,0.8102,229.14,396.89
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:12:18Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,2.5,49.946,Obeya-Kormangala,8093.186,0.8098,229.05,396.98
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:12:38Z,device_telemetry,TD-1,success,v1,14.64,Active-Device,2.5,49.955,Obeya-Kormangala,8112.309,0.8083,229.24,397.02
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:12:59Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,2.6,49.963,Obeya-Kormangala,8109.933,0.8118,229.27,396.92
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:13:20Z,device_telemetry,TD-1,success,v1,14.59,Active-Device,2.6,49.98,Obeya-Kormangala,8061.134,0.8056,229.35,397.36
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:13:40Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,2.7,49.98,Obeya-Kormangala,8026.578,0.8044,229.41,397.4
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:14:01Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,2.7,50.005,Obeya-Kormangala,8008.106,0.8049,229.59,397.66
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:14:22Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,2.8,50.021,Obeya-Kormangala,8032.707,0.8083,229.45,397.52
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:14:43Z,device_telemetry,TD-1,success,v1,14.46,Active-Device,2.8,50.03,Obeya-Kormangala,7975.886,0.8062,229.05,396.99
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:15:04Z,device_telemetry,TD-1,success,v1,14.45,Active-Device,2.9,50.038,Obeya-Kormangala,7992.806,0.807,229.2,396.87
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:15:24Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,2.9,50.063,Obeya-Kormangala,8044.684,0.8096,228.79,396.5
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:15:45Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,3,50.071,Obeya-Kormangala,8043.059,0.8094,229.04,397.02
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:16:05Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,3,50.088,Obeya-Kormangala,8062.693,0.8105,229.17,396.96
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:16:26Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,3.1,50.055,Obeya-Kormangala,8043.295,0.8093,228.91,396.7
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:16:47Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,3.1,50.046,Obeya-Kormangala,8031.217,0.8091,229.14,397.01
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:17:07Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,3.1,50.063,Obeya-Kormangala,8103.695,0.8099,229.18,397.05
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:17:28Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,3.2,50.055,Obeya-Kormangala,8086.249,0.8056,229.9,398.03
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:17:49Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,3.2,50.055,Obeya-Kormangala,8066.019,0.8055,229.91,398.08
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:18:10Z,device_telemetry,TD-1,success,v1,14.56,Active-Device,3.3,50.055,Obeya-Kormangala,8054.126,0.805,229.83,398.2
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:18:31Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,3.3,50.038,Obeya-Kormangala,8063.068,0.8064,229.56,398.02
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:18:51Z,device_telemetry,TD-1,success,v1,14.67,Active-Device,3.4,50.046,Obeya-Kormangala,8144.459,0.8077,229.95,398.29
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:19:12Z,device_telemetry,TD-1,success,v1,14.65,Active-Device,3.4,50.03,Obeya-Kormangala,8113.197,0.8061,230.02,398.36
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:19:33Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,3.5,50.03,Obeya-Kormangala,8075.254,0.8048,229.92,398.38
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:19:54Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,3.5,50.03,Obeya-Kormangala,8033.85,0.8027,229.97,398.6
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:20:15Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,3.6,50.038,Obeya-Kormangala,8033.716,0.804,229.99,398.24
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:20:35Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,3.6,50.046,Obeya-Kormangala,8042.347,0.805,229.92,398.2
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:20:56Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,3.7,50.063,Obeya-Kormangala,8036.808,0.8058,229.91,398.28
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:21:17Z,device_telemetry,TD-1,success,v1,14.51,Active-Device,3.7,50.046,Obeya-Kormangala,8032.198,0.8072,229.42,397.12
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:21:37Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,3.8,50.063,Obeya-Kormangala,8062.233,0.8083,229.24,397.27
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T10:21:58Z,device_telemetry,TD-1,success,v1,14.54,Active-Device,3.8,50.046,Obeya-Kormangala,8047.927,0.8072,229.34,397.17
